experiment,global_round,iter,train_rmse
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,70.33633310117126
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,154.8510271336356
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,158.74048401084826
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,123.59302512303822
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,84.71049924454523
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,97.88722633083819
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,118.3957215013008
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,79.93995736969649
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,96.32386608630574
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,66.01556613063488
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,45.459121701186284
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,78.22587901276972
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,34.18672575626132
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,25.02868180196024
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,63.08137317711996
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,131.79875521962038
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,173.32768667978982
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,125.51762848533076
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,87.96076003527985
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,90.31714972858263
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,66.02692528140193
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,69.1237973699668
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,46.50133425038955
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,48.81304792220808
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,35.6140131490891
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,142.7726660803373
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,111.91715500744708
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,92.45312037878136
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,75.50326591653172
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,64.2741611931935
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,283.36881230838105
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,247.9884383812006
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,229.49390121257312
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,217.69828859559047
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,191.93700164826285
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,115.3425705992592
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,85.44582667973275
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,64.40592892340666
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,52.93695805630019
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,42.38556372539511
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,132.12838099835545
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,96.78552101999418
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,75.53947175826733
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,59.83967225898742
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,47.99545044241094
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,150.76435835523705
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,109.56360447337345
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,80.45536187025635
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,112.36060198722409
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,59.17944864889954
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,81.89063257419838
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,44.657079546651495
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,60.62841447124075
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,45.15229688439923
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,35.49476089205659
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,109.37059162754909
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,81.32492265191338
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,61.17128531803903
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,47.09656527809475
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,36.09368297711684
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,131.67699491014397
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,95.39797019745117
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,72.0225945284871
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,55.810389635026425
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,42.33382587199328
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,100.51368656653504
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,74.75755605926159
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,54.43839327092356
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,126.76049129955719
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,43.43743102787482
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,102.99465881367834
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,83.81871444541503
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,36.84615139319628
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,67.95338375561401
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,57.342204383922464
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,163.0114103670572
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,118.8166934516631
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,88.29279900513338
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,66.2609284716768
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,51.94240364290234
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,159.55288948256728
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,141.03110125582958
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,127.25059518131545
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,109.40044060989722
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,102.39083750979397
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,141.82334230061343
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,149.49815300728915
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,100.92742176669512
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,113.68614563534133
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,106.19429558539993
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,73.19816859280398
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,89.20660571697731
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,81.72843748859235
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,56.85644697186572
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,73.71940166123298
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,45.47305741279984
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,65.21529411143221
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,64.572320617979
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,54.2215452547947
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,1,211.05019220229872
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,2,142.89167929917912
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,3,104.57424899056612
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,4,78.45437274285455
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,1,5,60.759704878013856
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,854.4864156645724
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,604.4147613402254
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,1028.9754613206285
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,433.62920099357575
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,782.5121005454165
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,310.425554041324
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,608.0401662308174
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,472.0722600937276

retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,359.49328488165116
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,777.74717067526
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,548.4670244038832
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,389.0371245250177
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,834.8244535850465
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,276.0985576556554
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,591.5851403108492
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,414.18182882954835
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,196.6928964312667
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,294.5763673287728
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,207.41383509438387
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,815.917279097022
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,585.4090475036835
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,429.48085739335
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,313.23502275166584
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,230.95372188338018
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,826.3071174900427
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,589.9040334053749
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,423.3968345866132
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,310.855475672636
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,231.30590285154793
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,771.9592372975598
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,557.7125566072668
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,399.4827372379918
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,1013.954875318765
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,285.98963085958775
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,588.688181672084
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,205.61815727386428
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,438.35472363369274
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,326.34816162520946
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,741.3593550746078
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,526.9097912412459
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,959.31306803358
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,374.9531779584841
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,691.4396637919846
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,268.8887672458157
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,500.78455975008944
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,368.196725653502

retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,273.53245477908393
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,999.1297798405799
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,672.2400304074006
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,440.8570387001081
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,281.21382827912606
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,193.6832569733585
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,974.1359418509126
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,699.7356389474561
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,503.2241041573651
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,367.75736064035834
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,279.7846312130999
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,877.037681316983
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,615.1264759484511
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,430.54176138997394
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,311.8746626062804
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,226.64931937462723
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,837.5026480057641
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,605.9824022816174
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,428.46334471039256
